Stage,Sentence
SI,"It's like I am invisible, unnoticed by those around me."
SI,I am a misfit in a world that values conformity.
SI,I am a lone tree in a forest of sameness.
SI,"I am a shadow of my former self, fading into the background."
SI,I am a puzzle with pieces that don't quite fit together.
SI,"I am a stranger in a familiar land, always feeling out of place."
SI,I am a solitary flame in a world of darkness.
SI,I am a lone wanderer in a world full of directionless wanderers.
SI,"I feel like I'm on the outside looking in, never quite belonging."
SI,"No matter how hard I try, I always feel out of place and disconnected."
SI,"It's like everyone else is speaking a different language, and I can't seem to translate."
SI,I often wonder if I even exist in the eyes of others.
SI,There's a heaviness in my chest that comes from feeling so alone in a crowded room.
SI,"I struggle to find common ground with those around me, always feeling like the odd one out."
SI,I can't shake the feeling that I'm living in a world that I don't quite fit into.
SI,"Sometimes I feel like a ghost, drifting through life without anyone noticing my presence."
SI,"I long for connection, but fear rejection so much that I keep my distance."
SI,"It's as if I'm trapped behind an invisible barrier, unable to truly connect with others."
SI,"I often wonder if I'll ever find my place in this world, or if I'm destined to always feel like an outsider."
SI,I feel like a puzzle piece that just doesn't fit no matter how hard I try to force it.
SI,"Every smile feels forced, every interaction feels shallow, leaving me feeling more disconnected than ever."
SI,"I watch the world move around me, feeling like an observer rather than a participant."
SI,"It's as if I'm screaming into a void, my words echoing back at me with no one to hear them."
SI,"I carry a heavy sense of loneliness wherever I go, like a shadow that never leaves my side."
SI,"I crave connection, but the fear of rejection keeps me locked in my own little bubble."
SI,"I feel like an island in a sea of people, always just out of reach of true connection."
SI,I struggle to find my place in a world that seems to have no room for someone like me.
SI,"I feel like an outsider looking in, never quite understanding the unwritten rules of social interaction."
SI,"I long for a sense of belonging, but always feel like an imposter in any group I try to join."
SI,"It's like I'm wearing a mask, hiding my true self from the world for fear of being rejected."
SI,"I feel like a stranger in my own skin, never quite comfortable in social situations."
SI,"I often find myself retreating into my own thoughts, finding solace in the quiet of my mind."
SI,"I feel like I'm drifting through life without an anchor, never quite able to find my place."
SI,"I feel like a puzzle with missing pieces, never quite able to fit in with those around me."
SI,"I feel like I'm standing on the outside looking in, watching as others form connections that elude me."
SI,"It's as if I'm walking through a world made of glass, able to see but never able to touch or truly be a part of it."
SI,"I feel like I'm carrying a weight on my shoulders that no one else can see, dragging me down with the burden of loneliness."
SI,I feel like I'm invisible to everyone around me.
SI,"Everyone else seems to have their own cliques and I'm just here, alone."
SI,I can't shake this feeling of being misunderstood by everyone I meet.
SI,"I feel like an outsider in my own family, like I don't belong."
SI,I constantly wonder if anyone truly knows the real me.
SI,"I'm surrounded by people, but I've never felt more alone."
SI,I feel like I'm drifting further and further away from society.
SI,"I feel like I'm on the outside of a glass wall, watching everyone else live their lives."
SI,Every social interaction leaves me feeling more detached than before.
SI,I often question if I'm even meant to be a part of this world.
SI,It's like I'm stuck in a never-ending cycle of feeling disconnected.
SI,I feel like I'm missing out on something everyone else seems to understand.
SI,I'm constantly searching for a sense of belonging that always eludes me.
SI,"I feel like I'm wandering through life without a map, lost and alone."
SI,It's as if I'm living in a parallel universe where I don't quite fit in.
SI,I feel like I'm on the outside of a secret club that I'll never be let into.
SI,"I yearn for genuine connections, but all I find are shallow interactions."
SI,I feel like I'm on a different wavelength from everyone else.
SI,I often wonder if anyone would even notice if I disappeared.
SI,I feel like I'm watching my own life unfold from a distance.
SI,I feel like I'm an outsider in a world that only values conformity.
SI,"I feel like I'm drowning in a sea of faces, yet no one sees me."
SI,"I feel like I'm a ghost, lingering on the outskirts of society."
SI,"I feel like I'm an observer in my own life, rather than an active participant."
SI,I feel like I'm trapped in a bubble of loneliness that no one can penetrate.
SI,"I feel like I'm on the outside looking in, never truly part of anything."
SI,"It's as if I'm always standing alone in a crowded room, invisible to everyone else."
SI,There's a deep sense of disconnect between me and the world around me.
SI,I can't shake the feeling that I'm fundamentally different from those around me.
SI,I often wonder if anyone truly understands me or if I'm just too different to connect with others.
SI,"Every interaction leaves me feeling more isolated, like I'll never truly belong."
SI,"It's like I'm speaking a different language, unable to bridge the gap between me and others."
SI,"I feel like an outsider, forever on the fringes of society."
SI,"I'm always the odd one out, never quite fitting in no matter where I go."
SI,"There's a persistent loneliness that follows me everywhere I go, a shadow I can't shake."
SI,"I feel like a puzzle piece that doesn't quite fit, no matter how hard I try to find my place."
SI,"I'm constantly surrounded by people, yet always feel so profoundly alone."
SI,"I feel like I'm watching life pass me by from a distance, never fully engaging with it."
SI,"It's like I'm living in a different reality than everyone else, unable to bridge the gap."
SI,"I feel like I'm adrift in a sea of faces, unable to find someone who truly sees me."
SI,"I often feel like I am on the outside looking in, unable to connect with those around me."
SI,There is a constant sense of detachment and disconnect that plagues my interactions with others.
SI,"I find myself feeling like an outsider in every social situation, never quite fitting in."
SI,The feeling of being different and misunderstood weighs heavily on my mind and heart.
SI,"I feel like I am wandering through life, never truly belonging anywhere or to anyone."
SI,"No matter how hard I try, I always seem to be on the fringes of every social circle."
SI,"I carry a deep sense of loneliness that follows me wherever I go, even in a crowd."
SI,The constant sense of being out of place leaves me feeling lost and adrift.
SI,"I feel like I am floating through life, disconnected from those around me and unable to find my anchor."
SI,"I long for a sense of belonging that always seems just out of reach, forever taunting me."
SI,I feel like an outsider in a world that values conformity and uniformity above all else.
SI,"The feeling of not belonging anywhere cuts deep, leaving a wound that never seems to heal."
SI,"I yearn for connection and community, but always seem to come up empty-handed."
SI,I am haunted by the persistent feeling of being alone in a crowded room.
SI,The sense of being different and separate from others is a heavy burden to bear.
SI,"I often feel like I am an island unto myself, isolated and disconnected from the mainland."
SI,"I am consumed by the feeling of not quite fitting in, no matter where I go or who I am with."
SI,"I carry the weight of my loneliness like a heavy cloak, suffocating and all-encompassing."
SI,"The feeling of being an outsider follows me like a shadow, always lurking just out of sight."
SI,"I am plagued by the sense that I am fundamentally different from everyone else, a misfit in a world of conformity."
SI,"No matter how hard I try to connect with others, I always end up feeling alone and misunderstood."
SI,I am constantly searching for a sense of belonging that always seems just beyond my grasp.
SI,"The feeling of being on the outside looking in is a constant presence in my life, a reminder of my perpetual outsider status."
SI,"I feel like I am trapped in a bubble of isolation, unable to break free and join the world outside."
SI,"I am suffocated by the feeling of being different and separate from those around me, a perpetual outcast."
SI,"The sense of not belonging anywhere gnaws at me, a constant ache that never seems to fade."
SI,"I feel like I am adrift in a sea of faces, unable to find a port of connection and understanding."
SI,"I am haunted by the feeling of being alone in a world that is teeming with people, a ghost among the living."
SI,The feeling of being different and apart from others is a heavy burden that I carry with me wherever I go.
SI,"I long for a sense of community and connection that always seems just out of reach, forever elusive."
SI,"I feel like I'm on the outside looking in, invisible to those around me."
SI,"It's as if I'm speaking a different language, unable to connect with anyone."
SI,"There's a heavy weight in my chest, a constant reminder of my separation from others."
SI,"I watch as everyone else forms bonds and connections, while I remain on the sidelines."
SI,"I long for a sense of belonging, but it always seems just out of reach."
SI,"Each day feels like a struggle to fit in, to be understood by those around me."
SI,"The more I try to connect, the more I feel like an outsider in my own skin."
SI,"Even in a crowded room, I feel utterly alone."
SI,"I see the smiles and laughter of others, but they feel like distant echoes to me."
SI,"I am adrift in a sea of faces, searching for someone who sees me."
SI,"I ache for a sense of community, a place where I can truly be myself."
SI,"I feel like an island in a vast ocean, separated from the mainland by miles of emptiness."
SI,"I yearn for the warmth of companionship, but it always seems just beyond my grasp."
SI,"I feel like a ghost, drifting through life unnoticed and unseen."
SI,"I am a stranger in my own life, disconnected from the world around me."
SI,"I am a lone wolf, roaming the wilderness of my own thoughts and feelings."
SI,"I am a shadow, always trailing behind the bright lights of others."
SI,"I am a puzzle with missing pieces, unable to see the full picture of who I am."
SI,"I am a book with blank pages, waiting for someone to fill them with meaning."
SI,"I am a whisper in a room full of shouts, struggling to make my voice heard."
SI,"I am a star in a sky of darkness, shining alone in a vast expanse of emptiness."
SI,"I am a thread unraveling from the fabric of society, slowly drifting away from the rest."
SI,"I am a mirror reflecting back the emptiness I feel inside, unable to find solace in the faces around me."
SI,"I am a foreigner in my own skin, unable to recognize the person staring back at me in the mirror."
SI,"I am a castaway on a deserted island, longing for the sound of another human voice."
SI,"I am a lost soul in a sea of faces, searching for a connection that eludes me at every turn."
SI,"I am a prisoner in my own mind, trapped by the walls of my own thoughts and feelings."
SI,"No matter how hard I try, I always seem to be the odd one out."
SI,There's a heaviness in my chest knowing that I don't fit in anywhere.
SI,Being around others just highlights how different I am from them.
SI,"I can't shake the feeling of being out of place, no matter where I go."
SI,"I watch as people form bonds and friendships, while I remain on the sidelines."
SI,There's an ache in my heart from the constant sense of being an outsider.
SI,"I feel like I'm wandering through life aimlessly, without a sense of belonging."
SI,"I try to mold myself to fit in, but it only serves to highlight my differences."
SI,"I yearn for a sense of community, but it always feels out of reach."
SI,Every interaction leaves me feeling more disconnected from those around me.
SI,"I watch as others laugh and bond, while I struggle to find my place."
SI,I feel like I'm living in a world where I don't quite belong.
SI,"The weight of loneliness settles in, a constant companion in my daily life."
SI,"I search for a sense of connection, only to be met with emptiness."
SI,"It's like I'm on a different wavelength from everyone else, unable to sync up."
SI,"I feel like an outsider in my own life, watching from the sidelines."
SI,"I try to fit in, but it always feels like I'm wearing a mask."
SI,"I feel like I'm adrift in a sea of faces, never quite finding my anchor."
SI,"The feeling of not belonging follows me like a shadow, always present."
SI,"It's as if I'm invisible, a ghost wandering through a world that doesn't see me."
SI,"I feel like an outsider looking in, always on the periphery of social circles."
SI,"I feel like I'm stranded on an island, unable to bridge the gap to others."
SI,"I long for a sense of connection, but it always feels just beyond my grasp."
SI,It's like everyone else is speaking a language I can't understand.
SI,I constantly feel like the odd one out in social situations.
SI,I often wonder if anyone truly understands me.
SI,I struggle to find my place in a world that feels so foreign to me.
SI,It's as if I'm invisible to those around me.
SI,I feel like I'm wandering aimlessly in a sea of unfamiliar faces.
SI,There's a constant feeling of being out of sync with everyone else.
SI,I feel like an outsider in my own life.
SI,"It's like I'm stuck in a bubble, unable to truly connect with others."
SI,I question if I'll ever find my tribe in this vast world.
SI,I always feel like I'm walking a different path than everyone else.
SI,There's a profound sense of loneliness that never seems to fade.
SI,I feel like I'm watching life pass me by from a distance.
SI,I struggle to find common ground with those around me.
SI,It's as if I'm living in a world that's constantly moving without me.
SI,I often feel like I'm on the outside of social circles looking in.
SI,I feel like I'm adrift in a world that doesn't quite understand me.
SI,I constantly feel like I'm swimming against the current of social norms.
SI,It's like I'm a puzzle piece that doesn't quite fit in the bigger picture.
SI,There's a deep sense of disconnection that weighs heavily on my soul.
SI,I often feel like I'm in a crowded room but completely alone.
SI,It's as if I'm lost in a sea of faces that all blend together.
SI,I feel like an outsider in every situation.
SI,"No matter how hard I try, I never quite fit in."
SI,It's like I'm a puzzle piece from a different set.
SI,I constantly question if anyone truly understands me.
SI,My presence feels like an intrusion rather than a welcome addition.
SI,"I am surrounded by faces, yet I feel utterly alone."
SI,"The world moves on without me, leaving me behind in my own solitude."
SI,"I am a stranger in my own skin, disconnected from my own emotions."
SI,"I watch as others form bonds effortlessly, while I struggle to connect."
SI,"I am a ghost in a crowd, unseen and unheard."
SI,I am a solitary figure in a sea of companionship.
SI,"I yearn for connection, but fear rejection more than anything."
SI,"I feel like a puzzle piece that doesn't fit in any picture, constantly searching for where I belong."
SS,"I always put everyone else's needs before my own, even when it hurts me."
SS,"I can't bear to see others suffer, so I constantly prioritize their happiness over my own."
SS,"I feel like I have to be the one to fix everything, even if it means I neglect myself in the process."
SS,"It's hard for me to say no to anyone, even when I know I should be taking care of myself instead."
SS,I find it impossible to put myself first when there are people who need me.
SS,"I constantly worry about letting others down, so I put their needs above my own without hesitation."
SS,I feel guilty if I prioritize my own happiness over someone else's.
SS,I have a hard time setting boundaries because I don't want to disappoint anyone.
SS,"I always find myself going out of my way to help others, even when it means I have to sacrifice my own well-being."
SS,"I have a hard time saying no to people, even when it comes at the expense of my own mental health."
SS,"I can't stand the thought of causing anyone pain, so I will do whatever it takes to make them happy, even if it means I suffer in the process."
SS,I often neglect my own needs in order to fulfill the desires of those around me.
SS,"I feel like I have to be the one to hold everything together, even if it means I fall apart in the process."
SS,"I have a deep fear of disappointing others, so I always put their needs above my own."
SS,I struggle to prioritize myself because I feel like I am responsible for everyone else's happiness.
SS,"I constantly feel the need to please others, even when it means I have to neglect my own needs."
SS,"I can't bear to see others in pain, so I will do anything to prevent it, even if it means I suffer instead."
SS,I have a hard time standing up for myself because I don't want to upset anyone.
SS,I often find myself taking on more than I can handle because I can't bear to say no to anyone.
SS,I struggle to assert myself because I am afraid of disappointing those around me.
SS,I constantly put others before myself because I feel like it is my duty to make them happy.
SS,"I always feel like I have to be the one to take care of everyone else, even at the expense of my own happiness."
SS,I find it difficult to focus on my own needs when there are so many people who need my help.
SS,"I feel like I have to be the one to carry everyone else's burdens, even if it means I neglect my own well-being."
SS,I constantly put others' needs above my own because I can't stand to see them suffer.
SS,I have a hard time prioritizing myself because I feel like I am responsible for everyone else's well-being.
SS,"I constantly put others' needs above my own, even when it hurts me."
SS,"I cannot bear to see others in pain, so I always prioritize their well-being."
SS,"I feel guilty when I prioritize myself over others, so I always choose to give in."
SS,"I have a deep fear of causing harm to others, so I always put their needs first."
SS,"I find it hard to say no to others, even when it means neglecting myself."
SS,I struggle to prioritize my own happiness over the needs of those around me.
SS,"I feel a sense of duty to always be there for others, no matter the cost to myself."
SS,"I am always willing to go the extra mile for others, even if it means sacrificing my own needs."
SS,"I constantly feel like I am not doing enough for others, so I push myself to do more."
SS,I have a hard time setting boundaries with others because I fear letting them down.
SS,I feel guilty when I prioritize my own happiness over the needs of others.
SS,"I always put others' feelings above my own, even if it means suppressing my own emotions."
SS,"I feel a sense of responsibility to always be the one to help others, even when I need help myself."
SS,I have a tendency to ignore my own desires in order to fulfill the wishes of others.
SS,I struggle with putting myself first because I fear being seen as selfish.
SS,"I feel like I am never doing enough for others, so I constantly overextend myself."
SS,I have a hard time saying no to others because I fear disappointing them.
SS,"I constantly put on a smile for others, even when I am struggling inside."
SS,I always prioritize the comfort of others over my own well-being.
SS,"I feel like I have to be the strong one for others, even when I am falling apart."
SS,"I have a deep-seated need to always be the one to fix things for others, even when I am broken myself."
SS,I feel guilty when I take time for myself instead of helping others.
SS,I struggle with asking for help because I feel like I should always be the one helping others.
SS,I have a hard time expressing my own needs because I am so focused on meeting the needs of others.
SS,"I constantly put others' happiness above my own, even when it means sacrificing my own joy."
SS,I feel like I am not worthy of prioritizing my own needs over the needs of others.
SS,"I have a fear of disappointing others, so I always say yes to their requests."
SS,I struggle with asserting myself because I fear causing conflict or disappointment.
SS,"I feel like I have to be the one to hold everything together for others, even when I am falling apart inside."
SS,"I have a deep need to always be the one to provide for others, even when I am in need myself."
SS,"I always put others first, even when it means neglecting my own needs."
SS,"I can't bear the thought of disappointing someone, so I always say yes to their requests."
SS,"I constantly worry about hurting others, so I go out of my way to make them happy."
SS,"I feel guilty if I prioritize myself over someone else, so I always choose them instead."
SS,"I find it difficult to say no, even when I know it will drain me emotionally."
SS,I struggle to set boundaries because I fear it will make others upset with me.
SS,"I constantly seek validation from others, putting their needs above my own."
SS,"I feel a sense of duty to take care of everyone else, even if it means neglecting myself."
SS,"I can't stand the thought of someone feeling let down by me, so I always go out of my way to help them."
SS,I prioritize others' happiness over my own because I can't bear to see them unhappy.
SS,I have a hard time saying no because I fear it will make me seem selfish.
SS,I feel like I have to constantly prove my worth by putting others' needs before my own.
SS,"I feel responsible for everyone else's well-being, often neglecting my own in the process."
SS,I struggle to prioritize my own needs because I feel guilty for not putting others first.
SS,"I have a deep-seated need to please others, even if it means sacrificing my own happiness."
SS,I have a hard time standing up for myself because I fear hurting someone else's feelings.
SS,I constantly put others' needs above my own out of a sense of obligation.
SS,"I feel like I have to be the one to fix everything for everyone else, even at my own expense."
SS,I feel guilty for taking time for myself when I could be helping someone else.
SS,I struggle to assert myself because I worry it will upset someone else.
SS,I feel like I have to be the one to hold everything together for everyone else.
SS,"I feel like I have to be the one to make everyone else happy, even if it means sacrificing my own joy."
SS,"I constantly seek approval from others, going out of my way to meet their needs."
SS,I have a hard time saying no because I fear being seen as selfish or uncaring.
SS,"I feel like I have to be the one to solve everyone else's problems, even when it takes a toll on me."
SS,I struggle to prioritize my own well-being because I feel responsible for everyone else's.
SS,"I feel like I have to be the one to make everything right for everyone else, even if it means neglecting myself."
SS,I constantly put others first because I can't stand the thought of letting them down.
SS,"I feel like I have to be the one to make everyone else's lives easier, even if it means making mine harder."
SS,"I constantly put others before myself, even when it means I go without."
SS,I always feel guilty when I prioritize my own needs over someone else's.
SS,"I can't stand the thought of causing anyone pain, so I always put their happiness first."
SS,"I struggle to say no to others, even when it means I overextend myself."
SS,"I feel like I have to be the one to fix everyone else's problems, even if it means neglecting my own."
SS,I would rather suffer in silence than burden someone else with my struggles.
SS,I find it difficult to ask for help because I don't want to be a burden to anyone.
SS,I feel guilty for taking time for myself when there are others who need me.
SS,I often neglect my own well-being in order to care for someone else.
SS,"I always put on a happy face for others, even when I'm feeling overwhelmed and exhausted."
SS,"I constantly worry about letting people down, so I never say no to their requests."
SS,I struggle to prioritize my own needs because I'm so focused on making others happy.
SS,I feel like I have to earn love and approval by constantly putting others first.
SS,I often ignore my own desires and dreams in order to support someone else's goals.
SS,"I have a fear of being seen as selfish, so I always put others before myself."
SS,I feel like I have to earn my worth by always being there for others.
SS,I constantly put my own needs on the backburner in order to make others feel comfortable.
SS,I have a tendency to downplay my own struggles in order to focus on helping others.
SS,I often feel like I have to be perfect in order to be worthy of love and acceptance.
SS,I struggle to express my own opinions and preferences because I'm so focused on what others want.
SS,I feel like I have to earn my place in the world by constantly putting others before myself.
SS,I constantly seek validation from others because I don't feel worthy of love on my own.
SS,I have a hard time standing up for myself because I'm afraid of being seen as selfish.
SS,I feel like I have to earn my right to happiness by always putting others first.
SS,"I constantly put others before myself, even when it means neglecting my own needs."
SS,"I always say yes to helping others, even when I am overwhelmed."
SS,"I can't stand to see others upset, so I will do whatever it takes to make them feel better."
SS,"I have a hard time saying no, even when I know I should take care of myself first."
SS,I find it difficult to set boundaries because I don't want to disappoint anyone.
SS,I often feel like a doormat because I let people walk all over me to avoid conflict.
SS,I have a habit of putting myself last on the list of priorities.
SS,I tend to ignore my own feelings in order to focus on someone else's.
SS,I struggle to prioritize my own needs because I am too busy catering to others.
SS,"I feel like I am constantly taking care of everyone else, while neglecting myself."
SS,"I have a fear of letting people down, so I always go above and beyond for them."
SS,I have a hard time asking for help because I feel like I should be the one helping others.
SS,I have a tendency to downplay my own problems in comparison to someone else's.
SS,"I am always the first to offer my assistance, even if it means sacrificing my own time."
SS,"I feel like I am responsible for everyone else's happiness, even if it means sacrificing my own."
SS,"I feel guilty if I put myself first, as if I am being selfish."
SS,I often feel drained because I give so much of myself to others.
SS,I find it difficult to focus on my own needs because I am too preoccupied with others.
SS,"I feel like I am not worthy of taking care of myself, so I focus on others instead."
SS,I have a habit of putting my own needs aside in order to make someone else happy.
SS,"I feel like I am constantly trying to please everyone, even if it means neglecting myself."
SS,I have a hard time asserting myself because I am afraid of hurting someone else.
SS,"I tend to apologize for things that are not my fault, just to avoid conflict."
SS,"I feel like I am always in the background, catering to everyone else's needs."
SS,I often feel like a burden if I take care of myself instead of others.
SS,I would rather suffer than see someone I care about in pain.
SS,"I find it difficult to say no, even when I'm overwhelmed with my own responsibilities."
SS,I feel like I have to fix everyone else's problems before I can focus on my own.
SS,"I worry that if I don't help others, they won't like me anymore."
SS,I tend to ignore my own needs in favor of taking care of those around me.
SS,I feel like I have to be the one to always make things right for everyone else.
SS,"I fear that if I don't constantly give, people will see me as selfish."
SS,I have a hard time asking for help because I don't want to burden anyone else.
SS,I often feel drained and exhausted from taking care of everyone else's needs.
SS,I feel like my worth is tied to how much I can do for others.
SS,I struggle to prioritize my own well-being because I'm too focused on others.
SS,I feel guilty if I do something for myself instead of helping someone else.
SS,I constantly worry about letting people down if I don't meet their expectations.
SS,I find it hard to relax and enjoy myself because I'm always thinking about how I can help others.
SS,I fear being seen as selfish if I take care of my own needs first.
SS,"I often feel like I'm not doing enough for others, even when I'm already overwhelmed."
SS,"I feel like I have to keep everyone else happy, even if it means sacrificing my own happiness."
SS,I feel a sense of responsibility to always be the one who fixes things for others.
SS,I struggle to assert myself because I don't want to upset anyone else.
SS,"I have a hard time saying no to others, even when it means I won't have time for myself."
SS,"I often feel like I have to put on a happy face for others, even when I'm struggling inside."
SS,I find it difficult to ask for help because I don't want to burden others with my problems.
SS,I have a tendency to downplay my own accomplishments in order to make others feel better about themselves.
SS,"I'm constantly worried about hurting someone's feelings, even if it means I have to suppress my own emotions."
SS,"I always prioritize other people's happiness over my own, even if it means I'm left feeling empty inside."
SS,"I go out of my way to make others feel loved and appreciated, even if it means I'm the one who ends up feeling unappreciated."
SS,"I often feel like I have to be the strong one for everyone else, even when I'm falling apart inside."
SS,"I feel like I have to be the one to keep the peace in my relationships, even if it means sacrificing my own needs."
SS,I have a tendency to put my own desires on hold in order to make others happy.
SS,I struggle to set boundaries with others because I don't want to disappoint them.
SS,"I always go above and beyond for others, even when it means I'm left feeling exhausted and drained."
SS,I find it difficult to say no to others because I don't want to let anyone down.
SS,I have a habit of taking on more than I can handle in order to please others.
SS,I often feel like I have to be the perfect friend/partner/parent in order to be loved and accepted.
SS,I have a tendency to put my own dreams and goals on hold in order to support someone else's.
SS,"I constantly worry about being a burden to others, so I try to handle everything on my own."
SS,"I feel like I have to be the one to fix everything for everyone else, even if it means I can't fix my own problems."
SS,I have a hard time expressing my true feelings because I don't want to upset anyone.
SS,"I always prioritize the needs of others over my own, even if it means I'm left feeling unfulfilled."
SS,I find it difficult to stand up for myself because I don't want to rock the boat.
SS,"I have a habit of putting others before myself, even when it means I'm the one who ends up suffering."
SS,I constantly seek validation from others in order to feel worthy and valuable.
SS,"I always put on a brave face for others, even when I'm struggling to hold it together."
SS,"I can't say no to anyone, even if it means I never have time for myself."
SS,"I constantly worry about disappointing others, so I always put their needs first."
SS,I don't know how to set boundaries because I'm afraid of letting people down.
SS,"I can't bear to see others in pain, so I always try to take it away from them."
SS,"I feel like it's my responsibility to make everyone else happy, even if it means I'm miserable."
SS,I always downplay my own achievements to make others feel better about themselves.
SS,"I can't stand the thought of causing someone else pain, so I'll do anything to prevent it."
SS,"I'm always the one to apologize, even when I know I'm not in the wrong."
SS,I often feel like I have to hide my true feelings to avoid upsetting anyone else.
SS,"I can't stand the thought of letting someone down, so I always put their needs before mine."
SS,"I feel responsible for everyone else's happiness, even if it means I'm unhappy."
SS,"I always prioritize the needs of others over my own, even when it's detrimental to my well-being."
SS,"I feel like I have to be perfect for others, even when it's exhausting me."
SS,"I'm constantly putting out fires for everyone else, even when I'm burning inside."
SS,"I find it hard to say no to anyone, even when I know it's in my best interest."
SS,"I always put on a happy face for others, even when I'm feeling sad inside."
SS,"I feel like I have to be the one to fix everything for others, even when I can't fix myself."
SS,I constantly suppress my own needs to prioritize the needs of others.
SS,"I constantly seek approval from others, even if it means sacrificing my own happiness."
SS,"I can't bear to see someone upset, so I'll do whatever it takes to make them happy."
SS,I constantly ignore my own desires in order to please those around me.
SS,I'll go to great lengths to avoid causing any discomfort or pain to those I care about.
SS,"I find it hard to say no to others, even when it means I suffer the consequences."
SS,I can't relax until I know everyone else is taken care of first.
SS,I have a hard time accepting help from others because I feel like I should be the one helping.
SS,I often feel like I don't deserve to put myself first.
SS,I struggle to prioritize my own well-being over that of others.
SS,I have a hard time setting boundaries because I feel like I should always be available to help others.
SS,"I prioritize everyone else's happiness over my own, even if it means I suffer."
SS,I have a habit of neglecting my own well-being in order to care for others.
SS,I struggle to take care of myself because I'm always putting others before me.
SS,I'm always the one who ends up making sacrifices for the sake of others.
SS,I have a hard time saying no because I don't want to let anyone down.
SS,I always feel like I have to be the one to fix everyone else's problems.
SS,I constantly put my own needs on the back burner in order to help those around me.
SS,I have a hard time focusing on my own goals and dreams because I'm so focused on helping others.
SS,I feel guilty if I prioritize myself over others.
SS,"I find it difficult to say no, even when I am overwhelmed."
SS,I am always the one to take on extra responsibilities to make others happy.
SS,I fear disappointing others more than I fear my own unhappiness.
SS,I suppress my own desires to meet the expectations of those around me.
SS,I feel like I am not worthy of putting myself first.
SS,"I go out of my way to help others, even when I am struggling."
SS,I neglect my own well-being in order to tend to the needs of others.
SS,I believe that my own happiness is less important than the happiness of those around me.
SS,I have a hard time setting boundaries because I fear it will upset others.
SS,I prioritize the comfort of others over my own comfort.
SS,I often feel drained and depleted because I am constantly giving to others.
SS,I take on the emotional burdens of others in order to spare them pain.
SS,I struggle to ask for help because I don't want to inconvenience anyone.
SS,I feel like I am only valuable when I am serving others.
SS,I feel like I have to earn love and approval through selflessness.
SS,I am afraid of being seen as selfish if I put my own needs first.
SS,I put on a happy face even when I am hurting inside to avoid burdening others with my pain.
SS,I constantly seek validation from others to feel like I am enough.
SS,I feel like I have to earn my place in the world through acts of selflessness.
SS,I feel like I am not allowed to have needs of my own.
SS,"I fear rejection if I show my true self, so I hide behind the needs of others."
SS,I feel like I have to earn my worth by constantly giving to others.
SS,I am afraid of being seen as needy or selfish if I express my own desires.
SS,"I constantly put others before myself, even when it hurts me."
SS,I find myself neglecting my own desires in order to make others happy.
SS,I always feel responsible for taking care of everyone else's problems.
SS,I struggle to assert myself because I hate causing conflict.
SS,I often feel drained and depleted because I give so much to others.
SS,"I worry that if I focus on myself, I will be seen as selfish."
SS,I feel like I have to be the one to make sacrifices for the sake of others.
SS,"I prioritize others' happiness over my own, even when it makes me unhappy."
SS,"I constantly put others' needs before my own, even if it means I never get what I truly want."
SS,"I find myself always saying yes to others, even when I really want to say no."
SS,"I fear causing any kind of pain or disappointment to those around me, so I always put their needs above mine."
SS,"I constantly put everyone else's needs before my own, fearing the guilt and pain of letting them down."
US,I constantly feel like I have to be perfect or I'll never be good enough.
US,"No matter how hard I try, I always find something to criticize about myself."
US,I can never relax because I'm always worried about meeting impossible expectations.
US,"I feel like I'm constantly walking on eggshells, afraid of making a mistake."
US,"I'm my own worst enemy, always finding flaws in everything I do."
US,The pressure to meet these high standards is suffocating.
US,I can't remember the last time I felt truly at ease with myself.
US,"I beat myself up over the smallest things, convinced I should have done better."
US,I feel like I'm in a never-ending cycle of self-doubt and self-criticism.
US,"I'm always striving for perfection, even though I know it's unattainable."
US,I can't help but compare myself to others and feel like I always fall short.
US,"I feel like I'm constantly under a microscope, waiting to be judged."
US,I can't shake the feeling that I'm always one step away from failure.
US,I can't enjoy my accomplishments because I'm too busy focusing on my shortcomings.
US,I feel like I have to meet these impossible standards to be worthy of love and acceptance.
US,"I'm always pushing myself to do more, be more, achieve more."
US,"I'm my own harshest critic, never satisfied with anything I do."
US,I feel like I'm drowning in self-imposed expectations.
US,"I'm always on edge, waiting for someone to point out my flaws."
US,I feel like I have to constantly prove my worth through my achievements.
US,"I'm constantly second-guessing myself, afraid of falling short."
US,I feel like I'm always one mistake away from being a failure.
US,I feel like I can never live up to the high standards I set for myself.
US,I'm always comparing myself to others and feeling inadequate.
US,I'm constantly battling with the voice in my head that tells me I'm not good enough.
US,I can't help but feel like a failure when I don't meet my own unrealistic expectations.
US,"I feel like I'm always under scrutiny, waiting for someone to point out my flaws."
US,I constantly feel like I'm not good enough no matter how hard I try.
US,I can never seem to relax because I always feel like I should be doing more.
US,Every mistake I make is like a dagger to my self-esteem.
US,I am my own worst enemy when it comes to meeting my expectations.
US,The pressure to be perfect is suffocating.
US,I feel like I'm constantly walking on eggshells to avoid judgment.
US,"No matter how much I accomplish, it never feels like it's enough."
US,I am always second-guessing myself and my abilities.
US,I can't shake the feeling that I will never measure up.
US,It's like I have a constant barrage of negative thoughts in my head.
US,I hold myself to impossibly high standards that no one else could ever meet.
US,"I feel like I'm always under a microscope, scrutinizing my every move."
US,I beat myself up over the smallest mistakes.
